id,season,round,localTeam,visitorTeam,localGoals,visitorGoals,resultLocal,resultVisitor
834,1971-72,24,Sporting de Gijon,Sevilla,1,0,G,P
835,1971-72,24,Real Sociedad,CD Malaga,1,0,G,P
836,1971-72,24,Sabadell,Valencia,1,1,E,E
837,1971-72,25,Barcelona,Sabadell,2,0,G,P
838,1971-72,25,Burgos,Sporting de Gijon,1,0,G,P
839,1971-72,25,Cordoba,Las Palmas,2,2,E,E
840,1971-72,25,Deportivo,Betis,1,1,E,E
841,1971-72,25,Granada,Celta de Vigo,0,0,E,E
842,1971-72,25,CD Malaga,Espanol,1,0,G,P
843,1971-72,25,Real Madrid,Real Sociedad,2,1,G,P
844,1971-72,25,Sevilla,Atletico de Madrid,3,3,E,E
845,1971-72,25,Valencia,Atletico de Bilbao,2,0,G,P
846,1971-72,26,Las Palmas,CD Malaga,2,0,G,P
847,1971-72,26,Atletico de Bilbao,Barcelona,0,1,P,G
848,1971-72,26,Atletico de Madrid,Burgos,1,0,G,P
849,1971-72,26,Betis,Sevilla,1,1,E,E
850,1971-72,26,Celta de Vigo,Deportivo,3,1,G,P
851,1971-72,26,Espanol,Real Sociedad,1,0,G,P
852,1971-72,26,Sporting de Gijon,Cordoba,0,0,E,E
853,1971-72,26,Sabadell,Granada,0,0,E,E
854,1971-72,26,Valencia,Real Madrid,1,2,P,G
855,1971-72,27,Barcelona,Valencia,1,1,E,E
856,1971-72,27,Burgos,Betis,0,1,P,G
857,1971-72,27,Cordoba,Atletico de Madrid,0,1,P,G
858,1971-72,27,Deportivo,Sabadell,1,0,G,P
859,1971-72,27,Granada,Atletico de Bilbao,5,1,G,P
860,1971-72,27,CD Malaga,Sporting de Gijon,1,1,E,E
861,1971-72,27,Real Sociedad,Las Palmas,1,0,G,P
862,1971-72,27,Real Madrid,Espanol,3,0,G,P
863,1971-72,27,Sevilla,Celta de Vigo,4,0,G,P
864,1971-72,28,Atletico de Bilbao,Deportivo,1,0,G,P
865,1971-72,28,Atletico de Madrid,CD Malaga,0,0,E,E
866,1971-72,28,Betis,Cordoba,0,0,E,E
867,1971-72,28,Celta de Vigo,Burgos,2,0,G,P
868,1971-72,28,Sporting de Gijon,Real Sociedad,1,0,G,P
869,1971-72,28,Las Palmas,Espanol,1,0,G,P
870,1971-72,28,Sabadell,Sevilla,0,0,E,E
871,1971-72,28,Valencia,Granada,2,1,G,P
872,1971-72,28,Barcelona,Real Madrid,1,0,G,P
873,1971-72,29,Burgos,Sabadell,4,1,G,P
874,1971-72,29,Cordoba,Celta de Vigo,0,0,E,E
875,1971-72,29,Deportivo,Valencia,3,0,G,P
876,1971-72,29,Espanol,Sporting de Gijon,0,0,E,E
877,1971-72,29,Granada,Barcelona,2,0,G,P
878,1971-72,29,CD Malaga,Betis,0,0,E,E
879,1971-72,29,Real Sociedad,Atletico de Madrid,0,0,E,E
880,1971-72,29,Real Madrid,Las Palmas,2,0,G,P
881,1971-72,29,Sevilla,Atletico de Bilbao,0,1,P,G
882,1971-72,30,Atletico de Bilbao,Burgos,1,0,G,P
883,1971-72,30,Atletico de Madrid,Espanol,1,1,E,E
884,1971-72,30,Barcelona,Deportivo,1,0,G,P
885,1971-72,30,Betis,Real Sociedad,1,0,G,P
886,1971-72,30,Celta de Vigo,CD Malaga,1,1,E,E
887,1971-72,30,Sporting de Gijon,Las Palmas,0,1,P,G
888,1971-72,30,Granada,Real Madrid,2,1,G,P
889,1971-72,30,Sabadell,Cordoba,1,0,G,P
890,1971-72,30,Valencia,Sevilla,2,0,G,P
891,1971-72,31,Las Palmas,Atletico de Madrid,1,0,G,P
892,1971-72,31,Sevilla,Barcelona,1,2,P,G
893,1971-72,31,Burgos,Valencia,0,1,P,G
894,1971-72,31,Cordoba,Atletico de Bilbao,0,1,P,G
895,1971-72,31,Deportivo,Granada,2,0,G,P
896,1971-72,31,Espanol,Betis,3,0,G,P
897,1971-72,31,CD Malaga,Sabadell,1,0,G,P
898,1971-72,31,Real Sociedad,Celta de Vigo,0,0,E,E
899,1971-72,31,Real Madrid,Sporting de Gijon,1,0,G,P
900,1971-72,32,Valencia,Cordoba,4,2,G,P
901,1971-72,32,Atletico de Bilbao,CD Malaga,0,0,E,E
902,1971-72,32,Atletico de Madrid,Sporting de Gijon,1,0,G,P
903,1971-72,32,Barcelona,Burgos,2,1,G,P
904,1971-72,32,Betis,Las Palmas,2,1,G,P
905,1971-72,32,Celta de Vigo,Espanol,4,2,G,P
906,1971-72,32,Deportivo,Real Madrid,1,0,G,P
907,1971-72,32,Granada,Sevilla,3,0,G,P
908,1971-72,32,Sabadell,Real Sociedad,3,1,G,P
909,1971-72,33,Las Palmas,Celta de Vigo,1,1,E,E
910,1971-72,33,CD Malaga,Valencia,0,2,P,G
911,1971-72,33,Atletico de Madrid,Real Madrid,4,1,G,P
912,1971-72,33,Burgos,Granada,1,1,E,E
913,1971-72,33,Cordoba,Barcelona,1,0,G,P
914,1971-72,33,Espanol,Sabadell,2,1,G,P
915,1971-72,33,Sporting de Gijon,Betis,3,1,G,P
916,1971-72,33,Real Sociedad,Atletico de Bilbao,1,0,G,P
917,1971-72,33,Sevilla,Deportivo,1,0,G,P
918,1971-72,34,Atletico de Bilbao,Espanol,1,1,E,E
919,1971-72,34,Barcelona,CD Malaga,0,1,P,G
920,1971-72,34,Betis,Atletico de Madrid,1,3,P,G
921,1971-72,34,Celta de Vigo,Sporting de Gijon,2,2,E,E
922,1971-72,34,Deportivo,Burgos,0,0,E,E
923,1971-72,34,Granada,Cordoba,1,0,G,P
924,1971-72,34,Real Madrid,Sevilla,4,1,G,P
925,1971-72,34,Sabadell,Las Palmas,0,1,P,G
926,1971-72,34,Valencia,Real Sociedad,2,1,G,P
1307,1972-73,1,Sporting de Gijon,Betis,1,0,G,P
1308,1972-73,1,Granada,Zaragoza,0,0,E,E
1309,1972-73,1,Las Palmas,Oviedo,2,1,G,P
1310,1972-73,1,CD Malaga,Atletico de Bilbao,0,0,E,E
1311,1972-73,1,Atletico de Madrid,Valencia,1,3,P,G
1312,1972-73,1,Barcelona,Deportivo,3,1,G,P
1313,1972-73,1,Burgos,Real Sociedad,1,0,G,P
1314,1972-73,1,Castellon,Real Madrid,2,3,P,G
1315,1972-73,1,Celta de Vigo,Espanol,1,1,E,E
1316,1972-73,2,Atletico de Bilbao,Celta de Vigo,1,1,E,E
1317,1972-73,2,Betis,Las Palmas,0,2,P,G
1318,1972-73,2,Real Madrid,Sporting de Gijon,1,0,G,P
1319,1972-73,2,Valencia,Barcelona,0,1,P,G
1320,1972-73,2,Deportivo,Granada,0,0,E,E
1321,1972-73,2,Espanol,Castellon,1,0,G,P
1322,1972-73,2,Real Sociedad,CD Malaga,1,1,E,E
1323,1972-73,2,Oviedo,Atletico de Madrid,0,2,P,G
1324,1972-73,2,Zaragoza,Burgos,2,0,G,P
1325,1972-73,3,Barcelona,Oviedo,3,1,G,P
1326,1972-73,3,Sporting de Gijon,Espanol,0,0,E,E
1327,1972-73,3,Atletico de Madrid,Betis,2,1,G,P
1328,1972-73,3,Burgos,CD Malaga,2,2,E,E
1329,1972-73,3,Castellon,Atletico de Bilbao,1,4,P,G
1330,1972-73,3,Celta de Vigo,Real Sociedad,0,1,P,G
1331,1972-73,3,Granada,Valencia,1,1,E,E
1332,1972-73,3,Las Palmas,Real Madrid,1,1,E,E
1333,1972-73,3,Zaragoza,Deportivo,5,0,G,P
1334,1972-73,4,Atletico de Bilbao,Sporting de Gijon,2,0,G,P
1335,1972-73,4,Espanol,Las Palmas,4,0,G,P
1336,1972-73,4,Real Madrid,Atletico de Madrid,0,1,P,G
1337,1972-73,4,Valencia,Zaragoza,0,0,E,E
1338,1972-73,4,Betis,Barcelona,0,2,P,G
1339,1972-73,4,Deportivo,Burgos,2,1,G,P
1340,1972-73,4,CD Malaga,Celta de Vigo,1,0,G,P
1341,1972-73,4,Real Sociedad,Castellon,0,0,E,E
1342,1972-73,4,Oviedo,Granada,3,0,G,P
1343,1972-73,5,Atletico de Madrid,Espanol,0,0,E,E
1344,1972-73,5,Barcelona,Real Madrid,1,0,G,P
1345,1972-73,5,Burgos,Celta de Vigo,0,0,E,E
1346,1972-73,5,Castellon,CD Malaga,1,0,G,P
1347,1972-73,5,Deportivo,Valencia,1,1,E,E
1348,1972-73,5,Sporting de Gijon,Real Sociedad,3,0,G,P
1349,1972-73,5,Granada,Betis,0,0,E,E
1350,1972-73,5,Las Palmas,Atletico de Bilbao,1,0,G,P
1351,1972-73,5,Zaragoza,Oviedo,3,0,G,P
1352,1972-73,6,Atletico de Bilbao,Atletico de Madrid,1,0,G,P
1353,1972-73,6,Celta de Vigo,Castellon,2,0,G,P
1354,1972-73,6,Espanol,Barcelona,1,1,E,E
1355,1972-73,6,CD Malaga,Sporting de Gijon,1,0,G,P
1356,1972-73,6,Real Sociedad,Las Palmas,1,0,G,P
1357,1972-73,6,Real Madrid,Granada,2,1,G,P
1358,1972-73,6,Valencia,Burgos,3,0,G,P
1359,1972-73,6,Betis,Zaragoza,1,1,E,E
1360,1972-73,6,Oviedo,Deportivo,0,0,E,E
1361,1972-73,7,Atletico de Madrid,Real Sociedad,2,1,G,P
1362,1972-73,7,Las Palmas,CD Malaga,1,3,P,G
1363,1972-73,7,Barcelona,Atletico de Bilbao,1,0,G,P
1364,1972-73,7,Burgos,Castellon,2,1,G,P
1365,1972-73,7,Deportivo,Betis,2,0,G,P
1366,1972-73,7,Sporting de Gijon,Celta de Vigo,3,1,G,P
1367,1972-73,7,Granada,Espanol,2,2,E,E
1368,1972-73,7,Valencia,Oviedo,2,2,E,E
1369,1972-73,7,Zaragoza,Real Madrid,0,0,E,E
1370,1972-73,8,Atletico de Bilbao,Granada,0,1,P,G
1371,1972-73,8,Betis,Valencia,0,0,E,E
1372,1972-73,8,Castellon,Sporting de Gijon,1,0,G,P
1373,1972-73,8,Celta de Vigo,Las Palmas,3,1,G,P
1374,1972-73,8,Espanol,Zaragoza,3,1,G,P
1375,1972-73,8,CD Malaga,Atletico de Madrid,0,1,P,G
1376,1972-73,8,Real Sociedad,Barcelona,2,0,G,P
1377,1972-73,8,Real Madrid,Deportivo,0,0,E,E
1378,1972-73,8,Oviedo,Burgos,1,0,G,P
1379,1972-73,9,Atletico de Madrid,Celta de Vigo,5,1,G,P
1380,1972-73,9,Las Palmas,Castellon,0,1,P,G
1381,1972-73,9,Barcelona,CD Malaga,0,0,E,E
1382,1972-73,9,Burgos,Sporting de Gijon,2,1,G,P
1383,1972-73,9,Deportivo,Espanol,0,0,E,E
1384,1972-73,9,Granada,Real Sociedad,2,0,G,P
1385,1972-73,9,Oviedo,Betis,0,0,E,E
1386,1972-73,9,Valencia,Real Madrid,0,1,P,G
1387,1972-73,9,Zaragoza,Atletico de Bilbao,3,2,G,P
1388,1972-73,10,Atletico de Bilbao,Deportivo,3,0,G,P
1389,1972-73,10,Betis,Burgos,5,1,G,P
1390,1972-73,10,Castellon,Atletico de Madrid,1,1,E,E
1391,1972-73,10,Celta de Vigo,Barcelona,0,0,E,E
1392,1972-73,10,Espanol,Valencia,3,0,G,P
1393,1972-73,10,Sporting de Gijon,Las Palmas,2,2,E,E
1394,1972-73,10,CD Malaga,Granada,3,0,G,P
1395,1972-73,10,Real Sociedad,Zaragoza,3,0,G,P
1396,1972-73,10,Real Madrid,Oviedo,3,0,G,P
1397,1972-73,11,Atletico de Madrid,Sporting de Gijon,0,1,P,G
1398,1972-73,11,Barcelona,Castellon,3,1,G,P
1399,1972-73,11,Betis,Real Madrid,2,1,G,P
1400,1972-73,11,Burgos,Las Palmas,3,3,E,E
1401,1972-73,11,Deportivo,Real Sociedad,1,2,P,G
1402,1972-73,11,Granada,Celta de Vigo,1,0,G,P
1403,1972-73,11,Oviedo,Espanol,1,2,P,G
1404,1972-73,11,Valencia,Atletico de Bilbao,4,1,G,P
1405,1972-73,11,Zaragoza,CD Malaga,1,1,E,E
1406,1972-73,12,Las Palmas,Atletico de Madrid,2,2,E,E
1407,1972-73,12,Atletico de Bilbao,Oviedo,3,3,E,E
1408,1972-73,12,Castellon,Granada,0,0,E,E
1409,1972-73,12,Celta de Vigo,Zaragoza,1,2,P,G
1410,1972-73,12,Espanol,Betis,2,2,E,E
1411,1972-73,12,Sporting de Gijon,Barcelona,1,1,E,E
1412,1972-73,12,CD Malaga,Deportivo,4,1,G,P
1413,1972-73,12,Real Sociedad,Valencia,2,1,G,P
1414,1972-73,12,Real Madrid,Burgos,2,0,G,P
1415,1972-73,13,Barcelona,Las Palmas,3,1,G,P
1416,1972-73,13,Betis,Atletico de Bilbao,0,0,E,E
1417,1972-73,13,Burgos,Atletico de Madrid,0,1,P,G
1418,1972-73,13,Deportivo,Celta de Vigo,1,0,G,P
1419,1972-73,13,Granada,Sporting de Gijon,1,0,G,P
1420,1972-73,13,Real Madrid,Espanol,1,0,G,P
1421,1972-73,13,Oviedo,Real Sociedad,1,1,E,E
1422,1972-73,13,Valencia,CD Malaga,2,1,G,P
1423,1972-73,13,Zaragoza,Castellon,0,1,P,G
1424,1972-73,14,Las Palmas,Granada,1,0,G,P
1425,1972-73,14,Atletico de Bilbao,Real Madrid,2,1,G,P
1426,1972-73,14,Atletico de Madrid,Barcelona,2,0,G,P
1427,1972-73,14,Castellon,Deportivo,2,0,G,P
1428,1972-73,14,Celta de Vigo,Valencia,1,0,G,P
1429,1972-73,14,Espanol,Burgos,2,0,G,P
1430,1972-73,14,Sporting de Gijon,Zaragoza,3,0,G,P
1431,1972-73,14,CD Malaga,Oviedo,1,1,E,E
1432,1972-73,14,Real Sociedad,Betis,2,1,G,P
1433,1972-73,15,Betis,CD Malaga,0,1,P,G
1434,1972-73,15,Burgos,Barcelona,0,0,E,E
1435,1972-73,15,Deportivo,Sporting de Gijon,2,1,G,P
1436,1972-73,15,Espanol,Atletico de Bilbao,0,0,E,E
1437,1972-73,15,Granada,Atletico de Madrid,0,1,P,G
1438,1972-73,15,Real Madrid,Real Sociedad,6,1,G,P
1439,1972-73,15,Oviedo,Celta de Vigo,0,0,E,E
1440,1972-73,15,Valencia,Castellon,4,2,G,P
1441,1972-73,15,Zaragoza,Las Palmas,1,0,G,P
1442,1972-73,16,Celta de Vigo,Betis,0,0,E,E
1443,1972-73,16,Las Palmas,Deportivo,3,0,G,P
1444,1972-73,16,Real Sociedad,Espanol,4,1,G,P
1445,1972-73,16,Atletico de Madrid,Zaragoza,0,0,E,E
1446,1972-73,16,Barcelona,Granada,3,0,G,P
1447,1972-73,16,Burgos,Atletico de Bilbao,5,1,G,P
1448,1972-73,16,Castellon,Oviedo,2,0,G,P
1449,1972-73,16,Sporting de Gijon,Valencia,1,1,E,E
1450,1972-73,16,CD Malaga,Real Madrid,1,0,G,P
1451,1972-73,17,Atletico de Bilbao,Real Sociedad,2,1,G,P
1452,1972-73,17,Betis,Castellon,2,0,G,P
1453,1972-73,17,Deportivo,Atletico de Madrid,1,1,E,E
1454,1972-73,17,Espanol,CD Malaga,1,0,G,P
1455,1972-73,17,Granada,Burgos,2,0,G,P
1456,1972-73,17,Real Madrid,Celta de Vigo,1,0,G,P
1457,1972-73,17,Oviedo,Sporting de Gijon,1,0,G,P
1458,1972-73,17,Valencia,Las Palmas,0,0,E,E
1459,1972-73,17,Zaragoza,Barcelona,0,2,P,G
1460,1972-73,18,Atletico de Bilbao,CD Malaga,2,0,G,P
1461,1972-73,18,Betis,Sporting de Gijon,2,0,G,P
1462,1972-73,18,Deportivo,Barcelona,0,1,P,G
1463,1972-73,18,Espanol,Celta de Vigo,4,2,G,P
1464,1972-73,18,Real Sociedad,Burgos,5,1,G,P
1465,1972-73,18,Real Madrid,Castellon,2,0,G,P
1466,1972-73,18,Oviedo,Las Palmas,3,0,G,P
1467,1972-73,18,Valencia,Atletico de Madrid,1,2,P,G
1468,1972-73,18,Zaragoza,Granada,2,0,G,P
1469,1972-73,19,Las Palmas,Betis,2,0,G,P
1470,1972-73,19,Atletico de Madrid,Oviedo,2,1,G,P
1471,1972-73,19,Barcelona,Valencia,0,0,E,E
1472,1972-73,19,Burgos,Zaragoza,3,0,G,P
1473,1972-73,19,Castellon,Espanol,2,0,G,P
1474,1972-73,19,Celta de Vigo,Atletico de Bilbao,1,0,G,P
1475,1972-73,19,Sporting de Gijon,Real Madrid,1,0,G,P
1476,1972-73,19,Granada,Deportivo,2,0,G,P
1477,1972-73,19,CD Malaga,Real Sociedad,3,0,G,P
1478,1972-73,20,Atletico de Bilbao,Castellon,1,1,E,E
1479,1972-73,20,Betis,Atletico de Madrid,1,0,G,P
1480,1972-73,20,Deportivo,Zaragoza,0,0,E,E
1481,1972-73,20,Espanol,Sporting de Gijon,3,0,G,P
1482,1972-73,20,CD Malaga,Burgos,3,0,G,P
1483,1972-73,20,Real Sociedad,Celta de Vigo,1,0,G,P
1484,1972-73,20,Real Madrid,Las Palmas,2,1,G,P
1485,1972-73,20,Oviedo,Barcelona,0,0,E,E
1486,1972-73,20,Valencia,Granada,0,0,E,E
1487,1972-73,21,Las Palmas,Espanol,0,2,P,G
1488,1972-73,21,Atletico de Madrid,Real Madrid,1,2,P,G
1489,1972-73,21,Barcelona,Betis,2,0,G,P
1490,1972-73,21,Burgos,Deportivo,0,0,E,E
1491,1972-73,21,Castellon,Real Sociedad,3,0,G,P
1492,1972-73,21,Celta de Vigo,CD Malaga,1,0,G,P
1493,1972-73,21,Sporting de Gijon,Atletico de Bilbao,2,0,G,P
1494,1972-73,21,Granada,Oviedo,4,0,G,P
1495,1972-73,21,Zaragoza,Valencia,0,1,P,G
1496,1972-73,22,Atletico de Bilbao,Las Palmas,1,0,G,P
1497,1972-73,22,Betis,Granada,0,0,E,E
1498,1972-73,22,Celta de Vigo,Burgos,1,0,G,P
1499,1972-73,22,Espanol,Atletico de Madrid,2,1,G,P
1500,1972-73,22,CD Malaga,Castellon,1,1,E,E
1501,1972-73,22,Real Sociedad,Sporting de Gijon,0,0,E,E
1502,1972-73,22,Real Madrid,Barcelona,0,0,E,E
1503,1972-73,22,Oviedo,Zaragoza,2,0,G,P
1504,1972-73,22,Valencia,Deportivo,0,1,P,G
1505,1972-73,23,Las Palmas,Real Sociedad,1,0,G,P
1506,1972-73,23,Atletico de Madrid,Atletico de Bilbao,2,1,G,P
1507,1972-73,23,Barcelona,Espanol,0,1,P,G
1508,1972-73,23,Burgos,Valencia,2,1,G,P
1509,1972-73,23,Castellon,Celta de Vigo,5,1,G,P
1510,1972-73,23,Deportivo,Oviedo,1,1,E,E
1511,1972-73,23,Sporting de Gijon,CD Malaga,2,0,G,P
1512,1972-73,23,Granada,Real Madrid,1,2,P,G
1513,1972-73,23,Zaragoza,Betis,3,2,G,P
1514,1972-73,24,Atletico de Bilbao,Barcelona,0,1,P,G
1515,1972-73,24,Betis,Deportivo,2,0,G,P
1516,1972-73,24,Celta de Vigo,Sporting de Gijon,3,0,G,P
1517,1972-73,24,Espanol,Granada,2,1,G,P
1518,1972-73,24,CD Malaga,Las Palmas,0,1,P,G
1519,1972-73,24,Real Sociedad,Atletico de Madrid,0,1,P,G
1520,1972-73,24,Real Madrid,Zaragoza,0,0,E,E
1521,1972-73,24,Oviedo,Valencia,3,1,G,P
1522,1972-73,24,Castellon,Burgos,3,1,G,P
1523,1972-73,25,Las Palmas,Celta de Vigo,0,0,E,E
1524,1972-73,25,Atletico de Madrid,CD Malaga,1,1,E,E
1525,1972-73,25,Barcelona,Real Sociedad,1,0,G,P
1526,1972-73,25,Burgos,Oviedo,0,1,P,G
1527,1972-73,25,Deportivo,Real Madrid,0,0,E,E
1528,1972-73,25,Sporting de Gijon,Castellon,1,0,G,P
1529,1972-73,25,Granada,Atletico de Bilbao,0,0,E,E
1530,1972-73,25,Valencia,Betis,2,0,G,P
1531,1972-73,25,Zaragoza,Espanol,1,0,G,P
1532,1972-73,26,Castellon,Las Palmas,2,1,G,P
1533,1972-73,26,Atletico de Bilbao,Zaragoza,1,0,G,P
1534,1972-73,26,Betis,Oviedo,0,0,E,E
1535,1972-73,26,Celta de Vigo,Atletico de Madrid,0,1,P,G
1536,1972-73,26,Espanol,Deportivo,2,1,G,P
1537,1972-73,26,Sporting de Gijon,Burgos,1,2,P,G
1538,1972-73,26,CD Malaga,Barcelona,2,1,G,P
1539,1972-73,26,Real Sociedad,Granada,1,0,G,P
1540,1972-73,26,Real Madrid,Valencia,2,1,G,P
1541,1972-73,27,Las Palmas,Sporting de Gijon,1,1,E,E
1542,1972-73,27,Atletico de Madrid,Castellon,1,0,G,P
1543,1972-73,27,Barcelona,Celta de Vigo,2,0,G,P
1544,1972-73,27,Burgos,Betis,2,1,G,P
1545,1972-73,27,Deportivo,Atletico de Bilbao,2,1,G,P
1546,1972-73,27,Granada,CD Malaga,2,0,G,P
1547,1972-73,27,Oviedo,Real Madrid,1,2,P,G
1548,1972-73,27,Valencia,Espanol,1,0,G,P
1549,1972-73,27,Zaragoza,Real Sociedad,1,1,E,E
1550,1972-73,28,Las Palmas,Burgos,4,1,G,P
1551,1972-73,28,Real Madrid,Betis,1,1,E,E
1552,1972-73,28,Atletico de Bilbao,Valencia,2,0,G,P
1553,1972-73,28,Castellon,Barcelona,4,0,G,P
1554,1972-73,28,Celta de Vigo,Granada,0,0,E,E
1555,1972-73,28,Espanol,Oviedo,3,0,G,P
1556,1972-73,28,Sporting de Gijon,Atletico de Madrid,2,3,P,G
1557,1972-73,28,CD Malaga,Zaragoza,2,1,G,P
1558,1972-73,28,Real Sociedad,Deportivo,2,0,G,P
1559,1972-73,29,Atletico de Madrid,Las Palmas,2,1,G,P
1560,1972-73,29,Barcelona,Sporting de Gijon,3,1,G,P
1561,1972-73,29,Betis,Espanol,2,2,E,E
1562,1972-73,29,Burgos,Real Madrid,2,3,P,G
1563,1972-73,29,Deportivo,CD Malaga,1,0,G,P
1564,1972-73,29,Granada,Castellon,1,1,E,E
1565,1972-73,29,Oviedo,Atletico de Bilbao,2,1,G,P
1566,1972-73,29,Valencia,Real Sociedad,1,0,G,P
1567,1972-73,29,Zaragoza,Celta de Vigo,2,2,E,E
1568,1972-73,30,Espanol,Real Madrid,1,0,G,P
1569,1972-73,30,CD Malaga,Valencia,1,1,E,E
1570,1972-73,30,Atletico de Bilbao,Betis,1,1,E,E
1571,1972-73,30,Atletico de Madrid,Burgos,4,2,G,P
1572,1972-73,30,Castellon,Zaragoza,1,1,E,E
1573,1972-73,30,Celta de Vigo,Deportivo,1,0,G,P
1574,1972-73,30,Sporting de Gijon,Granada,2,0,G,P
1575,1972-73,30,Las Palmas,Barcelona,2,1,G,P
1576,1972-73,30,Real Sociedad,Oviedo,1,2,P,G
1577,1972-73,31,Barcelona,Atletico de Madrid,0,0,E,E
1578,1972-73,31,Betis,Real Sociedad,1,1,E,E
1579,1972-73,31,Burgos,Espanol,1,1,E,E
1580,1972-73,31,Deportivo,Castellon,1,1,E,E
1581,1972-73,31,Granada,Las Palmas,1,0,G,P
1582,1972-73,31,Oviedo,CD Malaga,0,0,E,E
1583,1972-73,31,Valencia,Celta de Vigo,1,0,G,P
1584,1972-73,31,Zaragoza,Sporting de Gijon,3,1,G,P
1585,1972-73,31,Real Madrid,Atletico de Bilbao,3,3,E,E
1586,1972-73,32,Atletico de Bilbao,Espanol,1,0,G,P
1587,1972-73,32,Las Palmas,Zaragoza,1,1,E,E
1588,1972-73,32,Atletico de Madrid,Granada,2,1,G,P
1589,1972-73,32,Barcelona,Burgos,2,0,G,P
1590,1972-73,32,Castellon,Valencia,1,3,P,G
1591,1972-73,32,Celta de Vigo,Oviedo,4,2,G,P
1592,1972-73,32,Sporting de Gijon,Deportivo,0,0,E,E
1593,1972-73,32,CD Malaga,Betis,0,0,E,E
1594,1972-73,32,Real Sociedad,Real Madrid,1,1,E,E
1595,1972-73,33,Valencia,Sporting de Gijon,1,0,G,P
1596,1972-73,33,Atletico de Bilbao,Burgos,4,0,G,P
1597,1972-73,33,Betis,Celta de Vigo,1,0,G,P
1598,1972-73,33,Deportivo,Las Palmas,2,2,E,E
1599,1972-73,33,Espanol,Real Sociedad,1,1,E,E
1600,1972-73,33,Granada,Barcelona,0,2,P,G
1601,1972-73,33,Real Madrid,CD Malaga,2,0,G,P
1602,1972-73,33,Oviedo,Castellon,0,0,E,E
1603,1972-73,33,Zaragoza,Atletico de Madrid,1,1,E,E
1604,1972-73,34,CD Malaga,Espanol,0,1,P,G
1605,1972-73,34,Atletico de Madrid,Deportivo,3,1,G,P
1606,1972-73,34,Barcelona,Zaragoza,1,1,E,E
1607,1972-73,34,Burgos,Granada,2,1,G,P
1608,1972-73,34,Castellon,Betis,3,1,G,P
1609,1972-73,34,Celta de Vigo,Real Madrid,3,0,G,P
1610,1972-73,34,Sporting de Gijon,Oviedo,1,0,G,P
1611,1972-73,34,Las Palmas,Valencia,1,0,G,P
1612,1972-73,34,Real Sociedad,Atletico de Bilbao,1,0,G,P
1993,1973-74,1,Espanol,Murcia,3,0,G,P
1994,1973-74,1,Real Sociedad,Granada,0,2,P,G
1995,1973-74,1,Real Madrid,Castellon,0,0,E,E
1996,1973-74,1,Valencia,Oviedo,2,1,G,P
1997,1973-74,1,Celta de Vigo,Atletico de Bilbao,2,1,G,P
1998,1973-74,1,Elche,Barcelona,1,0,G,P
1999,1973-74,1,Sporting de Gijon,Atletico de Madrid,0,3,P,G
2000,1973-74,1,Las Palmas,CD Malaga,1,0,G,P
2001,1973-74,1,Santander,Zaragoza,1,1,E,E
2002,1973-74,2,Atletico de Bilbao,Espanol,1,0,G,P
2003,1973-74,2,Atletico de Madrid,Valencia,3,1,G,P
2004,1973-74,2,CD Malaga,Elche,3,1,G,P
2005,1973-74,2,Murcia,Real Sociedad,1,1,E,E
2006,1973-74,2,Barcelona,Santander,0,0,E,E
2007,1973-74,2,Castellon,Sporting de Gijon,3,2,G,P
2008,1973-74,2,Granada,Real Madrid,1,1,E,E
2009,1973-74,2,Oviedo,Las Palmas,1,0,G,P
2010,1973-74,2,Zaragoza,Celta de Vigo,2,1,G,P
2011,1973-74,3,Espanol,Zaragoza,3,1,G,P
2012,1973-74,3,Sporting de Gijon,Valencia,1,2,P,G
2013,1973-74,3,Las Palmas,Atletico de Madrid,1,0,G,P
2014,1973-74,3,Real Madrid,Murcia,1,1,E,E
2015,1973-74,3,Castellon,Granada,1,1,E,E
2016,1973-74,3,Celta de Vigo,Barcelona,2,1,G,P
2017,1973-74,3,Elche,Oviedo,1,1,E,E
2018,1973-74,3,Santander,CD Malaga,1,1,E,E
2019,1973-74,3,Real Sociedad,Atletico de Bilbao,2,1,G,P
2020,1973-74,4,CD Malaga,Celta de Vigo,1,1,E,E
2021,1973-74,4,Valencia,Las Palmas,2,0,G,P
2022,1973-74,4,Atletico de Bilbao,Real Madrid,2,1,G,P
2023,1973-74,4,Atletico de Madrid,Elche,2,1,G,P
2024,1973-74,4,Barcelona,Espanol,3,0,G,P
2025,1973-74,4,Granada,Sporting de Gijon,1,0,G,P
2026,1973-74,4,Murcia,Castellon,3,1,G,P
2027,1973-74,4,Oviedo,Santander,2,1,G,P
2028,1973-74,4,Zaragoza,Real Sociedad,0,0,E,E
2029,1973-74,5,Espanol,CD Malaga,1,1,E,E
2030,1973-74,5,Sporting de Gijon,Las Palmas,1,0,G,P
2031,1973-74,5,Granada,Murcia,1,1,E,E
2032,1973-74,5,Real Madrid,Zaragoza,4,0,G,P
2033,1973-74,5,Castellon,Atletico de Bilbao,0,0,E,E
2034,1973-74,5,Celta de Vigo,Oviedo,5,1,G,P
2035,1973-74,5,Elche,Valencia,1,0,G,P
2036,1973-74,5,Santander,Atletico de Madrid,2,1,G,P
2037,1973-74,5,Real Sociedad,Barcelona,2,1,G,P
2038,1973-74,6,Las Palmas,Elche,3,1,G,P
